id,text,category,satisfaction,environment,social
678953327506362368,"#December, the one month of the year I can have a beer with breakfast without my Mum giving me the look of disgust",Autonomy,Satisfied,Supportive,Family
684185677429211136,Work is absolutely stressful right now I just want to go home! #Irritated,Autonomy,Dissatisfied,Not Clear,Work
677456672848224256,School. Ugh. Why can't I just draw and write all day? #annoyed,Autonomy,Dissatisfied,Non-Supportive,Education
696747462065790976,Sometimes I'm working and I feel so happy that I want to dance. Those are the moments I know I chose my right path. #phdlife #phdchat #happy,Autonomy,Satisfied,Supportive,Education
679856461040738304,so #guilty of being to attached to my phone and social media apps 🤔,Autonomy,Dissatisfied,Not Clear,Leisure
681491299078373376,This whole process of transferring funds from one financial firm to another is so antiquated and broken. #frustrated,Autonomy,Dissatisfied,Not Clear,Other
680119803240181760,The best naps are the ones taken on the beach 😌 #Peaceful,Autonomy,Satisfied,Not Clear,Leisure
685113362796122113,Tattoo booked 😬💉 #nervous #shittingmypants,Autonomy,Satisfied,Not Clear,Leisure
647116543260794882,"Have I mentioned I'm going to be trekking in Brazil really soon? #scared""&""excited #1""&""abitmoresleeps TEXT GUTS68 £5 to 70070.",Autonomy,Satisfied,Not Clear,Leisure
683591496155684865,Off to look at some new houses today #excited,Autonomy,Satisfied,Not Clear,Family
683282642431680512,This month i'll be working on my manuscript 4 my poetry book! #excited,Autonomy,Satisfied,Supportive,Leisure
724794815632699394,Work and school have reminded me why I hate work and school. #anxiety,Autonomy,Dissatisfied,Non-Supportive,Education
681686663840411648,"Today was a MUCH needed relaxation, de-stressing day. 😅😌 #relief",Autonomy,Satisfied,Supportive,Health
651222150376894464,Gonna play all my new jams. Eat good. Drink good. Smoke good. #Blissful,Autonomy,Satisfied,Not Clear,Leisure
680142371611357185,The amount of food that I've eaten over this break so far is ridiculous! I LOVE CHRISTMAS BREAK 😈 #Guilty,Autonomy,Satisfied,Not Clear,Leisure
681778516128587776,Going to see Elf The Musical tomorrow in London!!!! 🎉🎉🎉🎉 #theatre #london #excited,Autonomy,Satisfied,Not Clear,Leisure
684627064423596032,been selected to play at battle of the bands with embers this year #excited,Autonomy,Satisfied,Not Clear,Leisure
648477672545341440,Feeling sick and just wants to be at home with the best nurse #mymam #homesick😭😷,Autonomy,Dissatisfied,Not Clear,Social Relation
682471301148209152,Happy New Year everyone! I'm looking forward to 2016 - it's going to be great! #excited,Autonomy,Satisfied,Not Clear,life evaluation
683443439409610752,Wine and a book :) #contentment,Autonomy,Satisfied,Supportive,Leisure
649583693321895936,But also how could anyone sleep when there's a 2dots update #guilty #addicted #stayeduptoplay,Autonomy,Satisfied,Not Clear,Leisure
681814604960370688,I get to fulfill a childhood dream tonight! #superexcited #WWE,Autonomy,Satisfied,Not Clear,Leisure
652971446424219649,Made $150 for a overnight babysitting gig. This could bode really well for Chicago if she wants to do it again......... #hopeful.,Autonomy,Satisfied,Supportive,Work
683145811681673216,T-minus 5 days till I move to Calgary for 1 year. #excited !,Autonomy,Satisfied,Supportive,Other
680061925368045568,One week until the Out of the Woods music video 😎 #excited,Autonomy,Satisfied,Not Clear,Leisure
684074021772759041,Planning a vacation is best thing ever #Excited,Autonomy,Satisfied,Not Clear,Leisure
684557245200207872,New Zealand meat pies 👅💦#satisfied,Autonomy,Satisfied,Not Clear,Leisure
684594677996191748,The smallest taste of success can drive you crazy for more. #Successful,Autonomy,Satisfied,Not Clear,life evaluation
679722084482723840,will continue packing tomorrow #excited,Autonomy,Satisfied,Not Clear,Other
683028891179585540,going to paintball tomorrow! So excited I never did that before :) #paintball #excited,Autonomy,Satisfied,Not Clear,Leisure
678243706693099521,There are times when I want to take matters in my own hands instead of waiting for God or Karma to handle it. #Annoyed,Autonomy,Dissatisfied,Not Clear,Other
647905190260158464,These people said they were gonna have carne asada but instead they gave us pollo! Had my hopes up for nothing! 😭 #disappointed,Autonomy,Dissatisfied,Non-Supportive,Leisure
684694826852446208,My day off consists of building lego n watchin movies #bliss,Autonomy,Satisfied,Not Clear,Leisure
679823791497834496,#shell epic fail with Shell fuel and go app. Spent 20mins fiddling up the app. Error after error! #annoyed,Autonomy,Dissatisfied,Non-Supportive,Leisure
678531859555426305,when work comes in between your long planned trip #Frustrated,Autonomy,Dissatisfied,Not Clear,Other
723929356318466048,Such a good night last night - no drama - danced my absolute life away and didn't have a hangover!👍🏼 #happy,Autonomy,Satisfied,Not Clear,life evaluation
681682878594285568,All I want is sleep #postsurgery #frustrated,Autonomy,Dissatisfied,Not Clear,Health
648610929870028800,When you just want to play soccer... #discouraged,Autonomy,Dissatisfied,Not Clear,Leisure
682323087161974789,"Booked my first ""proper"" show today! Can't wait to get stock made and ready to sell!! #excited #HereWeGo #bringon2016",Autonomy,Satisfied,Not Clear,Work
680160795099971584,Clocked out for the last time. #exciting #newjob #christmasbegins,Autonomy,Satisfied,Not Clear,Work
680968177665347584,3 videos being planned..... #exciting,Autonomy,Satisfied,Not Clear,Leisure
652550971231465472,"Just ate #lunch ""&"" I feel #satisfied...this is the first! ""&"" it feels good. #myfitnesspal",Autonomy,Satisfied,Not Clear,Health
682267839777107968,Thanks to one of my #slaves I got the house I wanted so I'm moving in January. #themove #excited. I will have slaves move the house I'm in,Autonomy,Satisfied,Supportive,Other
682296707015700480,Tennesse in 3 days. #outletmall #dinnerandshow #excited,Autonomy,Satisfied,Not Clear,Leisure
683804874153267204,😊 having chocolate cake tonight #excited,Autonomy,Satisfied,Not Clear,Leisure
650104299071086592,Nothing like fresh bed linen on the bed. Nothing. Enables a deeper relaxation somehow #selfcare #appreciation #simplethings,Autonomy,Satisfied,Not Clear,Leisure
678937930233225218,Last working day tomorrow for nearly 2 whole weeks!!! 😁🎄👯🎁 #ChristmasHolidays #Excited,Autonomy,Satisfied,Not Clear,Work
684344637776068608,Tattoo all book and deposit paid 💉 #nervous,Autonomy,Neutral,Not Clear,Leisure
683312038198644736,Vision sunday tomorrow!!! #Excited XD,Autonomy,Satisfied,Not Clear,Other
679598671311319040,A trip to the doctors and a poorly ear is just not what I needed today 😢😔 #unhappy,Autonomy,Dissatisfied,Not Clear,Health
651002711538860032,It's a wonderful thing to be #optimistic. It keeps you healthy and it keeps you resilient. Daniel Kahneman #quote,Autonomy,Satisfied,Not Clear,life evaluation
684135110610935808,Applied for my first theatre job in Oxford 😍😀 #excited,Autonomy,Satisfied,Not Clear,Work
653008226552778752,So #proud to be in Chicago this weekend for the LGBT Network conference! An inspiring weekend with my favorite BCGers!,Autonomy,Satisfied,Supportive,Work
683846171245187072,Not ready to wake up at 5:47 tomorrow #sadness,Autonomy,Dissatisfied,Not Clear,Work
652490501678071808,Fingers are seriously crossed right now! #Hopeful #INeedThis,Autonomy,Satisfied,Not Clear,Other
689619966060986370,"In the mood to set myself on fire, low key #stressed 🙃🙃🙃",Autonomy,Dissatisfied,Not Clear,life evaluation
682846378188472321,2016 My Trip To Italy Is Coming #Excited 🇮🇹✈️🍕🍝,Autonomy,Satisfied,Not Clear,Leisure
678578268061040640,My college friends are on their semestral break and I'm here studying for 3 final exams. HAHAHA #sadness 😔😒📒💻💩,Autonomy,Dissatisfied,Not Clear,Education
679526395068813312,"First time on twitter, thought I'd give it a shot! Always a first time for everything, I'm so excited! #FirstTweet #excited",Autonomy,Satisfied,Not Clear,Other
723142212675076096,"As long as I'm living my life to the fullest, to where it's making me #happy to get up in the morning, then I'm doing this #life thing right",Autonomy,Satisfied,Not Clear,life evaluation
677270914766123013,"Disturbed from a beautiful sleep, will have a crap night now! #annoyed",Autonomy,Dissatisfied,Not Clear,Other
676985145556119552,I feel like crying all over again 😂 Exams week is the WORST week of school . #frustrated,Autonomy,Dissatisfied,Non-Supportive,Education
679656583996018688,"The one day I wanted coffee, I couldn't find a freaking lid. #unhappy",Autonomy,Dissatisfied,Not Clear,life evaluation
683669066821820416,"A grey day, I'm working and of all days Chelsea finally find form and are beating Palace #glum",Autonomy,Dissatisfied,Non-Supportive,Work
684712803681316865,when mama drinks her cup of coffee hot AND washes / dries her hair before the kids wake up. #winning #ohwhatabeautifulmorning #momlife,Autonomy,Satisfied,Not Clear,Family
647516551482990592,That awkward moment when fall break is really just doing school work at home. 😒 #annoyed,Autonomy,Dissatisfied,Not Clear,Education
679024246987825153,Sourcing quality products give peace of mind and contentment my kind of living I've learned that this defines me #Satisfaction #Contentment,Autonomy,Satisfied,Not Clear,Work
683314091314774016,Can't wait to book my flights to Aussie in a few weeks!!!!🇦🇺🇦🇺🇦🇺 #dreams #comingtrue #excited,Autonomy,Satisfied,Not Clear,Leisure
722258560432742400,I just really know what I want to do with my life but at the same time its so unrealistic and college is draining me #lol #happy,Autonomy,Dissatisfied,Non-Supportive,Education
682429689445535744,Ball tryouts for BATC in almost 3 days! #excited,Autonomy,Satisfied,Supportive,Leisure
682210320161595398,Another flat viewing booked! #Exciting,Autonomy,Satisfied,Supportive,Other
678850921216913408,Heading to our vacation destination later 😄😄😄 #Excited,Autonomy,Satisfied,Supportive,Leisure
684076170044923906,Time to work for a living instead of sessions 😬 #Excited,Autonomy,Satisfied,Not Clear,Work
682314181299834880,"NaD:Special Edition is compiled and formatting is 75% complete. Cover is almost ready to go, too! #amwriting #bookboost #excited",Autonomy,Satisfied,Not Clear,Other
683742798277906432,Why do I have to go back to work tomorrow? #depressed 😰😰,Autonomy,Dissatisfied,Not Clear,Work
652792898149306368,Arrived in Washington DC about an shout ago. Now to wait for the sub to begin to run at 7am. #thrilled #excited #MillionManMarch,Autonomy,Satisfied,Not Clear,Leisure
677712536406462464,Getting to spend all day with my man tomorrow 😍> #excited,Autonomy,Satisfied,Not Clear,Social Relation
682575889268260864,WHY DO I FEEL LIKE SO MUCH GREAT THINGS ARE GONNA HAPPEN IN 2016 (??!?!?) #hopeful,Autonomy,Satisfied,Non-Supportive,life evaluation
678283268752408576,I guess this is where I find something else to build. #excited,Autonomy,Satisfied,Not Clear,Other
677218629834903556,I've done another double shift today because someone called in sick. Just found out they're hungover. I've got a fever and no voice #rage,Autonomy,Dissatisfied,Not Clear,Work
653367989161578496,"#HappyNationalComingOutDay I came out when I was 13, almost 10 years ago! #gay #proud",Autonomy,Satisfied,Not Clear,Other
653899863164387330,So many things to do today!! #thrilled 👧💅👀⌚🔦📚🎉🎨🎭👭,Autonomy,Satisfied,Not Clear,Other
679076606904803328,Blonde Ash to brown haired Ash #tminus24hours ? #scared,Autonomy,Not Clear,Not Clear,Leisure
684661360786038784,When you find a hidden smoking shelter at work !!! #winning #paidtosmoke,Autonomy,Satisfied,Supportive,Work
684866306592526336,36 hours later I made it from Mumbai to SF. #travelhell #glad to be home 🇮🇳✈️🌉,Autonomy,Satisfied,Not Clear,Leisure
683612673288843264,"I'm gonna embrace this return to work tomorrow, and X every day off over the next 6 weeks 😎☀️🍦✈️ #excited",Autonomy,Satisfied,Not Clear,Work
653251966378897408,Have literally ate and napped my way through Sunday #Blissful,Autonomy,Satisfied,Not Clear,Leisure
722461462795386881,I used to hate my job my surroundings my situation my life period now I can say I'm not where I wanna be but I'm far from where I was #Happy,Autonomy,Dissatisfied,Non-Supportive,life evaluation
679848252297080832,Because i have to work on christmas morning #sad,Autonomy,Dissatisfied,Not Clear,Work
682348474818555904,Fully committed to an all nighter tomorrow #NewYearsEve #excited #onlynightoutathome,Autonomy,Satisfied,Not Clear,Leisure
651651897095417857,Barbecue and cheese balls #satisfied,Autonomy,Satisfied,Not Clear,Leisure
684822448106291202,Tomorrow I'll be in Cali. #excited,Autonomy,Satisfied,Not Clear,Leisure
682131078606385152,"One week to go, until I'm back at Disneyland Paris. #excited",Autonomy,Satisfied,Not Clear,Leisure
684107598061174784,Taking one last nap before I return to Georgia is the best thing I will do today. #rest,Autonomy,Satisfied,Not Clear,Health
683064399632838657,off to somewhere... soul searching... #depressed,Autonomy,Dissatisfied,Not Clear,Health
651862112801828864,"I love a #challenge ""&"" Ive been challenged my whole life. Nows not the time to give up...but work THAT MUCH HARDER #motivation #determined",Autonomy,Satisfied,Not Clear,life evaluation
684666243807313920,#MAYURI2016 in 2 weeks...we repeat 2 weeks!!! #excited #finalpreparations,Autonomy,Satisfied,Not Clear,Other
683755810195947521,"Watching SATC movie, it's 7 years since that came out! Feels like yesterday since then but in that time again I'll be 40! 😱 #worrying",Autonomy,Dissatisfied,Not Clear,life evaluation
684695403627974656,"6 am and already killed chest, tris ""&""cardio #winning",Autonomy,Satisfied,Not Clear,Leisure
678298908372652033,I bought myself a new domain today. #excited,Autonomy,Satisfied,Not Clear,Leisure
653612705375461376,You know it's Monday cause the teacher lounge is dead silent at lunch. #Blissful,Autonomy,Satisfied,Not Clear,Work
681869204094517249,Crashed my car a week ago. Gunna go look for a new car today! ☺️ #excited,Autonomy,Satisfied,Not Clear,Other
678722059581718532,What a weekend! Rested rested n rested. #iNeededthat,Autonomy,Satisfied,Supportive,Health
676789442321879040,Waiting for bus 🚌 since 2000 hours. #frustrated,Autonomy,Dissatisfied,Not Clear,Other
682252739573878784,Quite upset with the people who decided the first week of January was the right time to schedule 2 exams ? #stressed #wannabelawyer,Autonomy,Dissatisfied,Non-Supportive,Education
648723565051834368,"I wake up every morning and look around like, ""Is this really my life?"" #PostCollege #Unsatisfied",Autonomy,Dissatisfied,Non-Supportive,life evaluation
678488502720323584,Off to the Great Barrier Reef! #excited,Autonomy,Satisfied,Not Clear,Leisure
646829862733279232,"Coffee is on my mind 24/7 ""&"" I haven't had any today. #grouchy",Autonomy,Dissatisfied,Not Clear,Other
690759398436708352,"Late night drives W/ the music cranked ""&"" singin on the top of my lungs. 👌 #stressed.",Autonomy,Satisfied,Not Clear,Other
682347320608993280,hitting the track with my high school coach tomorrow #excited,Autonomy,Satisfied,Supportive,Leisure
651147355836694528,"super excited to see my bathroom all finished ""&"" freshly tiled 😊 looks fab already #easily #pleased",Autonomy,Satisfied,Not Clear,Other
676820898922364928,It's too bad we are in a drought because I love drinking water.. Guess I'll have to switch to iced tea #sadness,Autonomy,Dissatisfied,Non-Supportive,Leisure
678211645320073222,All I wanna do is trade this life for something new #sad #sorrow #life,Autonomy,Dissatisfied,Not Clear,life evaluation
689535817522507776,Feel as tho my head is about to explode 😭 #stressed,Autonomy,Dissatisfied,Non-Supportive,Other
678085221531574277,"Guys, less than 3 weeks until I leave for basic. #USAF #excited",Autonomy,Satisfied,Not Clear,Other
647528818857648128,When you plan an outfit in your head and you get home and it's not what you expected #disappointed #firstworldproblems,Autonomy,Dissatisfied,Not Clear,Leisure
679246189116571648,"Haven't stopped eating! Back in Sydney, the world is feeding me to the brim. Been working on new chord progressions. #excited #raingone",Autonomy,Satisfied,Not Clear,Other
682514405683277824,When things don't go according to plan #Frustrating,Autonomy,Dissatisfied,Not Clear,life evaluation
684583536481951745,Another tattoo is defo on the cards v soon 👀🙋🏼 #excited,Autonomy,Satisfied,Not Clear,Leisure
679882147260403714,Home Laying down listening to the rain #peaceful #relaxing,Autonomy,Satisfied,Not Clear,Leisure
651440058248077313,"I'm moved in, settled and found a new coffee shop. #thrilled",Autonomy,Satisfied,Not Clear,Other
651113291545231362,I don't want to be #ashamed of who I am anymore. I'm tired of hiding...,Autonomy,Dissatisfied,Not Clear,life evaluation
683765718366588928,Leaving the house for the first time since Friday morning #rested,Autonomy,Satisfied,Not Clear,Health
683282386696601600,I have my first overnight customers tonight :) #super #excited,Autonomy,Satisfied,Not Clear,Social Relation
680892624283250688,Finally get chance to play PlayStation and I've had a hour n half updates already. #giveup,Autonomy,Not Clear,Not Clear,Leisure
683501849886900224,Gonna pack my things laturr 😁 #excited,Autonomy,Satisfied,Not Clear,Leisure
679788442398494721,Is anyone else--not in retail--still working this week? #lonely #iwannagohometoo,Autonomy,Dissatisfied,Not Clear,Work
679484257639612416,just got a message that said 'Come Bang' followed by a message 'Hang**' #disappointed,Autonomy,Dissatisfied,Not Clear,Social Relation
649645171626364928,My sis is past due and I feel like Ima have to shoot to PA any minute 😐 #anxious,Autonomy,Dissatisfied,Not Clear,Family
685022111383957504,"Now seeing how it's on the top of the must watch list, I decided to finish it through. #terrifying #manipulative 🚓🚨🚔👮🏼",Autonomy,Satisfied,Not Clear,Leisure
647147367305601024,Dealing with the IRS is like dealing with my mother 😒 #annoyed,Autonomy,Dissatisfied,Non-Supportive,Family
679797270892642304,Getting my nails did😊😍 #nails #manicure #excited,Autonomy,Satisfied,Not Clear,Leisure
683296357021540353,So glad I have another week at home before I have to go back to uni! #rest #family,Autonomy,Satisfied,Not Clear,Leisure
678698556270751745,Can't wait to go to London 🇬🇧🎅🎄🚇 #excited,Autonomy,Satisfied,Not Clear,Leisure
683682540339593218,"Beside myself, out of this world excited about what is going to happen today!!! Stay tuned to find out more. #excited #BucketList",Autonomy,Satisfied,Not Clear,Other
652706548314075136,This period of my life has been the best by FAAAAAAAAAAR #grateful. Prep skl SUCKED high skl kinda sucked but university yup uve been great!,Autonomy,Satisfied,Not Clear,Education
683031579107667968,"2016 is defiantly going to be a good year...directing a doggy Panto, running training classes, showing the poodles, competing☺️ #excitement",Autonomy,Satisfied,Not Clear,life evaluation
723915984743096320,"The anxiety that comes with a pleasent saturday, good weather, and being near my old work place. So happy I don't work here anymore #anxiety",Autonomy,Satisfied,Non-Supportive,Work
678795727842074625,I can finally attend a 5 dollar tuesday #Excited,Autonomy,Satisfied,Not Clear,Other
652678173620985856,Busy weekend it is! 😄 #livelifetothefullest #grateful #blessed,Autonomy,Satisfied,Not Clear,Leisure
678682009753935872,"Love Sunday's well rested, workouts and cooking ?",Autonomy,Satisfied,Not Clear,Leisure
647947651862921216,Love those days that nothing seems to go well...#annoyed,Autonomy,Dissatisfied,Not Clear,life evaluation
678693595352727552,Spent the whole weekend in New Orleans and didn't end up on Nightwatch. #disappointed,Autonomy,Dissatisfied,Non-Supportive,Leisure
682558628885336064,so my mams just booked for us to see the panto Aladdin in brum eeeeek #excited,Autonomy,Satisfied,Supportive,Leisure
677951209714532352,Opening up my own business soon #excited :),Autonomy,Satisfied,Not Clear,Work
679646186316378112,My first Christmas off in... I can't even remember. #excited is not a big enough word,Autonomy,Satisfied,Not Clear,Work
682269139679973376,"Singing can be tiring, man! I was today. Felt so good #Blissful",Autonomy,Satisfied,Not Clear,Leisure
683933312138776576,"New job, new adventures today! #excited #trainer #L""&""D",Autonomy,Satisfied,Not Clear,Work
681989279019593728,These next few days are going to be crazy busy 🙈 no time for anything #frustrating,Autonomy,Dissatisfied,Non-Supportive,life evaluation
722836242904281088,"I don't want to work, just drum 🎶play #sad #tired",Autonomy,Dissatisfied,Not Clear,Work
684161555219349504,"Candles, my book and a bubble bath.. Can't get much better #relaxing",Autonomy,Satisfied,Not Clear,Leisure
682923379888795649,My almost week-long holiday just got reduced to 2.5 days due to MOT. Can I cry now? #holidayover #disappointed disappoint,Autonomy,Dissatisfied,Non-Supportive,Work
677841280378920960,20 minutes after my shift is over and I'm still here... it's cool I'll just work a 14 hour shift #ANNOYED,Autonomy,Dissatisfied,Not Clear,Work
679192823502086145,Going makeup shopping tomorrow 😁 with my cousins #excited #makeup,Autonomy,Satisfied,Not Clear,Leisure
647057338629754882,all day class day at school #annoyed,Autonomy,Dissatisfied,Not Clear,Education
683905771323678720,I can only assume that it's good to have more ideas than time to execute them. Its time to work on a schedule! #excited #motivated,Autonomy,Satisfied,Not Clear,Work
685298674554028034,Watching Shades of Blue!!! #jenniferlopez #anxious #excited,Autonomy,Satisfied,Not Clear,Leisure
682343782411440132,I'm in a 5-day bed rest/vacation... Doing some work on a holiday. Doing some WP on the other hand. I'm beyond blessed. #TYL #excited,Autonomy,Satisfied,Not Clear,Other
680093223839113216,When everyone keeps telling you to do what you love to do. but that requires moving halfway across the US and lots of money. #Frustrated,Autonomy,Dissatisfied,Non-Supportive,Work
676948038691250178,My daughter jumped on my back with all her weight. Knocked the breath out of me. Had no idea how badly that sucks. Or blows? Heh. #Agony,Autonomy,Dissatisfied,Non-Supportive,Health
683840680184123392,I can't wait to wear my new softball apparel this semester :) #latechristmasgifts #excited,Autonomy,Satisfied,Supportive,Other
649642292421070848,Only 4 nights off in the last 21 at this job :/ #grumpy,Autonomy,Dissatisfied,Not Clear,Work
682202494458589184,This time next year will be in Sydney for NYE ???? #exciting,Autonomy,Satisfied,Not Clear,Leisure
682422392275206144,Still haven't purchased my first alcoholic beverage #cantwait #excited,Autonomy,Satisfied,Not Clear,Leisure
647518067057131520,"I was supposed to go out tonight. I'm too run down, and I can't afford to be ill until next Thursday. #Annoyed",Autonomy,Dissatisfied,Not Clear,Leisure
682226706971791362,Worst thing about getting a new phone is having to ask for everyone's wifi codes again when you go to their house #nightmare,Autonomy,Dissatisfied,Not Clear,Leisure
681401915503022080,i thought the new song 'i know what you did last summer' is a reminiscent of the hit 90s slasher film... #disappointed,Autonomy,Dissatisfied,Non-Supportive,Other
681970005358043137,Yee haa holiday booked for the summer #excited,Autonomy,Satisfied,Supportive,Leisure
648628614263623680,"I can't believe I have to wake up so early tmrw for work and then rush to school, then come home to move out! #overjoyed #overwhelming",Autonomy,Not Clear,Not Clear,life evaluation
684204420108693504,Tickets to the American Rodeo... #Excited,Autonomy,Satisfied,Not Clear,Leisure
682837327874424832,Had a good afternoon of online shopping! Can't wait for my orders to arrive! #satisfied,Autonomy,Satisfied,Not Clear,Leisure
648302303963938816,can i spare taking some time to look at this #SuperBloodMoon #guilty #nursingschooliskillingme,Autonomy,Dissatisfied,Not Clear,Education
678652048544542720,I'm trying Russian food for the first time today #excited,Autonomy,Satisfied,Not Clear,Leisure
682459427736293376,When you finally take off your bra after a long day 🙆🏼 #Relief,Autonomy,Satisfied,Not Clear,Leisure
683759436922531840,I really really really don't want to work in a factory anymore :( #depressed #LifeRuiner,Autonomy,Dissatisfied,Non-Supportive,Work
683686249056604160,A week from today I'll be back in the states. #depressed 😞,Autonomy,Dissatisfied,Not Clear,Other
680147731503906816,Drove to the place d'orleans mall on my third day of driving!! #Exciting #G1Driver,Autonomy,Satisfied,Not Clear,Leisure
683279095484956673,42 days to the indonesia offroad expedition event #excited,Autonomy,Satisfied,Not Clear,Leisure
651698691645046784,"It's true, grind for 4 years ""&"" not stress for the rest of yo life #Determined👌🏿🙌🏿🙏🏿💯",Autonomy,Satisfied,Not Clear,life evaluation
683596363691470848,At the age of 40 I am a brother again I've just had a baby sister 😁😀😀👍😁 #excited,Autonomy,Satisfied,Not Clear,Family
683138628076212224,Keep your eyes on the prize.. #excited #NewBusinessAdventure,Autonomy,Satisfied,Not Clear,Work
677623113450942465,Literally need to be anywhere but home .😑 #annoyed,Autonomy,Dissatisfied,Not Clear,Family
683728278910140416,Workouts begin tomorrow 💪 #excited,Autonomy,Satisfied,Not Clear,Health
687749936461524992,Heads up; if you ever agree to write a reference for someone DON'T KEEP THEM WAITING #stressed #university #UCASdeadline,Autonomy,Dissatisfied,Not Clear,Education
677232857874468864,I'm seriously stuck in a parking lot right now #frustrated 😤,Autonomy,Dissatisfied,Not Clear,Other
681725456555458560,Bye bye exams for a week 😂😂😂 #relieved,Autonomy,Satisfied,Not Clear,Education
689960629805957120,When it gets to that point when you say.... Fuck it! I'm gonna go stay with my family in Australia for a couple of weeks! 😩💁🏼✈️🌏🎉🌟 #stressed,Autonomy,Satisfied,Supportive,Family
677981239563976704,When you get blocked on Twitter for the first time in your life and you're actually #proud of it. #ByeFelicia 😂,Autonomy,Satisfied,Not Clear,Social Relation
683363862461169664,Just got off work #relaxing #free,Autonomy,Satisfied,Not Clear,Work
647625084262305792,To think this is my last night sleeping in this house.. #nervous #scared #movingout,Autonomy,Neutral,Not Clear,Family
678709704747384832,Watching Star Wars #MovieTime #Excited,Autonomy,Satisfied,Not Clear,Leisure
679014541393457152,3 film projects planned for 2016! #excited,Autonomy,Satisfied,Not Clear,Leisure
689189167528603648,"This week needs to go slowly, In Fact it would be amazing if Thursday doesn't even arrive this week! #dreadingit #workstuff #stressed",Autonomy,Dissatisfied,Not Clear,Work
680417954685677568,Fab pressies lush Xmas dinner now chilling with another glass of prosecco 🎅🎁🎄🍷#bliss,Autonomy,Satisfied,Not Clear,Leisure
685106302549360640,In 34 hours I will take my first ever flight! 😁 Could not be more excited that it is to TX to cheer on my gamecocks! #FCSCocky #nervous,Autonomy,Satisfied,Not Clear,Leisure
684442080203128836,Holiday booked ..... roll on June! #excited,Autonomy,Satisfied,Not Clear,Leisure
679040346286718976,NOLA in a week #excited,Autonomy,Satisfied,Not Clear,Leisure
679008213656817664,"Latest draft of novel, CELESTINE, sent to my wonderful agent, Victoria Sanders. #amwriting #CELESTINE #excited",Autonomy,Satisfied,Supportive,Work
684209280862547968,"Day 4 of 365: long day at work, finally found a house to move in to, dinner at outback with hubby. #contentment",Autonomy,Satisfied,Supportive,life evaluation
678769728370814977,"In probably the worst mood ever. I have a flight tomorrow, zipper broke on my suitcase. ""&"" Can't find the jacket I want to take. #RAGE",Autonomy,Dissatisfied,Not Clear,Other
684861002597437440,Going to my first Daytona 500 next month!!! Super excited to see the new facelift!! #excited #GoJr #DaytonaRising,Autonomy,Satisfied,Not Clear,Leisure
683335634422001664,Really not lookin forward to go back to work on monday like cant wait for me summer shut down now #depressed,Autonomy,Dissatisfied,Not Clear,Work
683380515366420480,Curled up reading a book and drinking tea. It's a beautiful afternoon! #bookworm #relaxing,Autonomy,Satisfied,Not Clear,Leisure
651206520894414848,I will do what ever it takes to get into UCLA'S clinical psychology grad program #Determined,Autonomy,Satisfied,Not Clear,Education
679384481942396928,pretty sure I'm filming my first what I eat in a day video tomorrow #excited,Autonomy,Satisfied,Not Clear,Leisure
653394398923755520,I'm still cant believe I am one of the top 20 BBW searched in porn #honored #lovemyfans I'm so happy people love my work so much,Autonomy,Satisfied,Supportive,Leisure
648566838004187136,"Me at 6am: Do I really need this job?? All the clothes I haven't bought yet: YES, YES YOU DO!!! #grumpy #notAmorningPerson #sleepaddict",Autonomy,Dissatisfied,Not Clear,Work
679071273234923522,Wtf my wifi been acting up all day takes like 10 minutes just to open an app smh #ANNOYED,Autonomy,Dissatisfied,Non-Supportive,Other
652935418875244544,Bout to pursue my dreams of what I've always wanted👌 #notgivingup #determined,Autonomy,Satisfied,Not Clear,life evaluation
647031758697852932,The feeling of being embarrased in fornt of your lovedones haayyy #disappointed,Autonomy,Dissatisfied,Non-Supportive,Social Relation
677853361606172672,Hopped on the train and now I'm off to Ottawa 🚈☺ #viarail #excited #happyholidays,Autonomy,Satisfied,Not Clear,Leisure
683009498852798467,"Purchased a new read, another one,in about two weeks should be here!!! #ilovebooks #ilovethesmellofnewbooks #excited😜😜😜",Autonomy,Satisfied,Not Clear,Leisure
678998533228265474,I slept for over twelve hours and for the first time in a few weeks I feel rested. I finally have the time and energy to play video games.,Autonomy,Satisfied,Not Clear,Leisure
654042345659367424,"I might be alone, but never by my self. #content",Autonomy,Satisfied,Not Clear,life evaluation
723537670131982336,That deep guilt when leaving the house to go to work but the kids want to spend time with you and play. #sad #goodbye,Autonomy,Dissatisfied,Not Clear,Work
679876425394987008,#OBAMA is more committed to confiscating your #Guns than he is to Fighting the War on #TERROR!!! He is obsessed with disarming America!!,Autonomy,Dissatisfied,Not Clear,government /political
682947443487424512,"it really get to ur nerve when your test kept getting postponed,ain't cool it just literally made me worry for days 😐 😪 😳 #worry #worried",Autonomy,Dissatisfied,Non-Supportive,Education
684586949517000704,"Tomorrow , tomorrow, I'll love ya, tomorrow ! #HURRRRYYYY #EXCITED 😬❤️😍",Autonomy,Satisfied,Not Clear,Other
682366744854425601,When you're leaving for Vegas tomorrow #excited,Autonomy,Satisfied,Supportive,Leisure
683655242039230464,Back to School na ! ! #excited,Autonomy,Satisfied,Not Clear,Education
684081612334739458,Going in for my first cupping therapy today! Super excited :) in shaa Allah khair #Sunnah #Nervous,Autonomy,Satisfied,Not Clear,Other
